casenum,cohort,female,minority,ab39m,ab39t,ab39u,ab39w,ab39x,ga33a,ga33h,ga33i,ga33k,ga33l,math_g7,math_g10,math_g12,op_know,op_know2,siok,siok2
5246,2,1,0,1,1,1,1,1,9999,9999,9999,9999,9999,67.5,77,80.33,0.67,0,0.78,0
5592,2,1,0,1,0,0,1,1,1,1,1,1,1,57.43,69.05,65.01,1,1,0.89,0
6884,2,0,0,0,0,0,0,0,0,0,0,0,0,34.36,35.74,9999,0,0,0.75,0
6784,2,1,0,1,0,0,0,0,1,0,0,0,0,50.52,64,68.94,1,1,0.89,0
3527,2,0,0,1,1,1,1,0,1,0,0,0,0,43.53,9999,9999,9999,9999,9999,9999
6534,2,1,1,9999,9999,9999,9999,9999,0,0,0,0,0,43.96,41.01,9999,0.33,0,0.33,0
5501,2,1,0,0,0,0,0,0,0,1,1,1,1,49.18,65.18,65.09,1,1,0.89,0
2011,2,0,0,1,0,0,0,0,1,0,0,0,1,40.79,72.06,60.65,1,1,0.78,0
5578,2,0,1,9999,9999,9999,9999,9999,1,1,1,1,1,44.02,67.4,9999,9999,9999,9999,9999
3308,2,0,0,0,9999,1,1,0,1,0,1,1,1,32.39,35.48,34.48,0.33,0,0.78,0
6349,2,0,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,42.92,36.12,9999,0.33,0,0.56,0
5164,2,1,0,0,9999,9999,9999,9999,0,0,0,1,0,44.55,9999,74.57,0.67,0,0.67,0
1288,2,1,0,0,0,0,0,0,0,0,0,0,0,47.16,9999,9999,0,0,0.12,0
6540,2,1,0,1,0,0,0,0,1,0,0,0,0,44.13,56.18,9999,0,0,0.44,0
1392,2,0,0,0,0,0,0,0,0,0,0,0,0,49.17,63.94,60.34,0.67,0,0.67,0
1928,2,0,0,1,0,0,1,0,1,9999,1,1,1,56.65,63.66,66.03,1,1,0.88,0
6565,2,0,0,1,0,1,0,1,1,1,1,1,1,40.66,63.76,62.3,0.67,0,0.89,0
2060,2,0,0,0,0,1,1,0,9999,9999,9999,9999,9999,43.07,30.96,48.4,1,1,0.78,0
5019,2,1,0,0,0,0,0,0,0,1,0,0,0,53.43,72.73,9999,0.67,0,0.67,0
3594,2,0,0,1,1,0,1,1,0,0,0,0,0,35.35,38.94,9999,1,1,1,1
5216,2,0,0,1,0,0,1,1,9999,9999,9999,9999,9999,35.07,46.49,37.38,0,0,0,0
4301,2,0,0,1,0,1,1,0,9999,9999,9999,9999,9999,46.58,9999,9999,1,1,1,1
4866,2,0,0,9999,9999,9999,9999,9999,1,1,1,1,1,48.79,52.67,9999,1,1,1,1
5003,2,1,0,1,0,9999,1,1,0,0,0,0,0,39.78,50.21,36.44,0.33,0,0.11,0
5098,2,1,0,9999,1,0,1,1,1,0,0,0,1,42.93,63.15,9999,0,0,0,0
1231,2,0,9999,1,1,0,0,1,9999,9999,9999,9999,9999,48.17,9999,9999,1,1,1,1
5821,2,1,0,0,0,0,1,0,1,1,1,1,0,41.64,9999,9999,9999,9999,9999,9999
5577,2,0,0,0,0,0,0,0,1,0,0,0,0,37.91,30.63,39.89,0.67,0,0.89,0
1929,2,0,0,0,0,0,0,0,1,1,1,1,1,36.43,39.41,40.06,0.33,0,0.33,0
3151,2,0,9999,0,0,1,0,0,9999,9999,9999,9999,9999,39.89,70.34,9999,0.33,0,0.22,0
2894,2,0,0,1,0,0,1,0,1,1,0,1,1,53.38,61.05,64.68,0.5,0,0.88,0
6206,2,0,0,0,0,0,0,0,1,1,1,0,0,50.02,74.51,9999,1,1,1,1
3855,2,0,0,1,9999,9999,9999,9999,1,1,1,1,1,41.27,71.08,9999,0.33,0,0.56,0
1178,2,0,0,1,1,1,1,1,1,1,0,0,1,60.45,78.69,79.82,1,1,0.89,0
6721,2,0,0,1,1,0,0,1,0,0,0,0,0,30.73,9999,9999,1,1,1,1
2068,2,0,0,0,0,0,0,0,1,0,0,0,0,46.15,9999,9999,0.33,0,0.78,0
1211,2,1,9999,0,0,0,1,0,9999,9999,9999,9999,9999,47.61,9999,9999,9999,9999,9999,9999
5567,2,0,0,1,0,0,0,0,1,0,0,0,0,41.15,40.74,9999,0.33,0,0.67,0
1950,2,0,0,1,1,1,1,1,0,1,1,0,0,36.31,39.48,9999,0.67,0,0.78,0
2695,2,1,0,0,1,1,0,0,0,0,0,0,0,45.5,66.18,9999,0,0,0.22,0
3524,2,0,0,0,0,0,0,0,1,1,1,1,1,39.55,9999,9999,0,0,0.44,0
6100,2,0,0,1,0,0,0,0,0,0,1,0,0,48.12,49.86,69.31,1,1,0.56,0
6799,2,1,1,0,0,0,0,0,1,0,1,1,1,44.63,66.07,67.31,0.33,0,0.67,0
6212,2,1,0,0,9999,0,0,0,0,0,0,0,0,48.45,9999,9999,1,1,1,1
6569,2,1,0,0,0,0,0,1,9999,9999,9999,9999,9999,42.24,9999,9999,9999,9999,9999,9999
6533,2,1,0,0,1,1,0,0,1,1,1,1,1,37.38,65.4,9999,1,1,1,1
5621,2,0,0,9999,9999,9999,9999,9999,1,1,1,0,1,29.7,37.89,33.01,0.5,0,0.12,0
4506,2,1,0,9999,9999,9999,9999,9999,0,0,1,0,0,50.34,47.86,9999,0.33,0,0.22,0
5193,2,0,1,1,1,0,0,0,1,1,0,0,0,46.24,52.78,64.7,0.33,0,0.78,0
2976,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,54.68,9999,9999,1,1,1,1
6163,2,0,1,1,0,1,1,0,1,0,1,1,1,34.78,58.36,9999,0.5,0,0.38,0
5039,2,1,1,1,9999,9999,9999,9999,0,0,0,0,0,44.86,42.14,9999,1,1,1,1
5924,2,0,0,1,1,1,1,1,1,1,1,1,1,40,38.79,9999,1,1,0.86,0
2435,2,0,1,0,0,0,0,1,0,0,0,0,0,45.91,32.75,55.64,0.33,0,0.11,0
3834,2,1,9999,1,1,1,1,1,1,0,1,0,1,53.62,64.57,75.1,0.67,0,0.89,0
4119,2,0,0,9999,9999,9999,9999,9999,0,0,0,0,0,44.99,73.45,85.39,0.67,0,0.67,0
1112,2,1,0,0,0,0,1,0,1,0,1,0,0,49.63,71.42,72.79,1,1,0.89,0
3874,2,1,0,1,0,0,0,0,1,0,1,0,0,54.39,68.89,63.66,1,1,0.88,0
5841,2,0,0,1,1,1,1,1,1,1,1,1,1,60.92,65.79,84,0.67,0,0.89,0
5021,2,0,0,1,1,1,0,1,0,0,1,0,0,42.82,57.46,9999,9999,9999,9999,9999
3053,2,1,0,1,1,1,1,1,1,0,1,0,1,65.21,71.48,81.78,1,1,0.78,0
5143,2,1,0,1,0,1,0,0,1,1,1,1,1,51.37,65.74,67.73,1,1,0.89,0
4893,2,0,0,0,0,0,0,0,0,1,0,0,0,46.74,9999,68.39,1,1,1,1
6309,2,1,1,0,9999,9999,9999,9999,1,1,1,0,1,36.13,9999,9999,1,1,1,1
6880,2,1,0,1,0,0,0,0,1,0,1,1,1,36.47,50.35,9999,9999,9999,9999,9999
1012,2,1,0,0,0,0,0,0,0,0,0,1,0,45.21,57.33,65.05,0.67,0,0.56,0
3590,2,1,0,0,0,0,0,1,0,1,1,0,0,60.91,72.27,78.45,0.67,0,0.44,0
1440,2,0,0,1,0,0,0,0,1,0,0,0,0,48.79,67.16,9999,9999,9999,9999,9999
3737,2,0,0,1,1,1,1,1,1,1,1,1,1,69.53,90.82,95.35,1,1,1,1
5825,2,0,1,1,1,1,1,1,1,1,1,1,1,71.59,89.66,89.7,1,1,0.89,0
1807,2,1,0,1,1,0,1,1,0,1,0,1,0,33.6,68.27,9999,1,1,1,1
4038,2,1,0,0,0,0,1,1,1,1,1,1,1,60.95,75.69,77.51,1,1,1,1
4898,2,0,0,1,1,1,1,1,1,1,1,1,1,76.8,93.04,97.67,1,1,0.89,0
6837,2,0,0,0,1,1,0,0,0,1,1,1,1,42.88,53.52,9999,0.5,0,0.75,0
6819,2,0,0,1,0,0,0,0,0,0,1,1,1,47.48,63.35,80.03,0.67,0,0.89,0
3534,2,1,0,0,1,0,1,0,1,1,1,1,0,46.85,60.56,9999,1,1,0.89,0
1479,2,0,0,0,0,0,0,0,1,1,1,0,1,63.19,71.51,76.93,0.67,0,0.44,0
4335,2,0,0,1,1,0,1,1,0,0,0,0,0,55.76,66.77,79.4,0.67,0,0.67,0
4035,2,1,0,0,0,0,0,0,0,0,0,0,0,46.33,9999,9999,9999,9999,9999,9999
5016,2,0,0,1,9999,1,1,1,1,1,1,0,1,53.16,62.75,9999,1,1,1,1
2669,2,0,0,1,0,0,1,1,0,0,0,0,0,43.79,49.83,9999,0,0,0,0
1296,2,1,0,0,0,0,1,1,1,1,1,1,1,46.19,66.92,9999,1,1,0.71,0
5473,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,65.64,9999,90.01,1,1,1,1
1885,2,1,0,1,1,1,0,0,1,1,1,0,0,43.09,51.67,9999,9999,9999,9999,9999
5586,2,0,0,1,0,0,0,0,1,0,1,0,0,47.04,69.74,66.21,0.67,0,0.78,0
2800,2,1,0,0,0,0,1,0,0,1,1,1,0,58.09,66.83,78.29,1,1,1,1
4229,2,1,0,1,0,0,0,0,1,1,1,1,1,39.58,66.02,9999,1,1,0.71,0
5108,2,0,0,0,0,1,1,1,0,0,0,0,0,57.94,73.75,82.93,1,1,0.33,0
1850,2,0,0,1,1,1,0,1,1,1,1,1,1,52.51,68.34,75.16,1,1,0.89,0
2798,2,0,0,1,1,1,1,1,1,1,1,1,1,50.7,63.07,69.47,0,0,0,0
2446,2,1,0,0,0,0,0,0,0,0,0,0,0,54.59,55.15,63.21,0.33,0,0.11,0
6105,2,0,0,0,0,0,0,1,9999,9999,9999,9999,9999,56.17,70.78,73.76,0.67,0,0.89,0
1142,2,0,0,1,0,0,9999,0,1,1,1,0,0,49.63,64,67.57,0.67,0,0.89,0
5991,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,38.37,9999,9999,9999,9999,9999,9999
3194,2,0,0,0,0,1,0,0,0,0,0,0,0,44.4,76.59,76.22,0.67,0,0.78,0
6719,2,0,0,1,0,1,0,0,1,1,1,0,1,54.16,67.79,70.57,0.67,0,0.89,0
1809,2,1,0,1,0,0,0,0,1,0,0,0,1,59.5,65.09,71.39,0.67,0,0.67,0
3765,2,1,0,1,0,0,0,0,0,0,0,0,0,61.8,73.28,72.29,1,1,1,1
5142,2,0,0,1,1,1,0,0,1,1,1,1,0,48.72,56.7,9999,0.67,0,0.33,0
5311,2,1,0,0,0,1,0,1,0,0,0,0,1,54.39,60.37,9999,1,1,1,1
6172,2,0,0,0,0,0,0,0,1,1,1,1,1,67.26,80.95,90.74,1,1,0.89,0
3489,2,0,0,0,1,0,0,0,1,1,1,1,0,50.4,65.68,67.88,1,1,0.89,0
6110,2,0,1,1,0,0,0,1,0,1,0,0,1,34.64,62.36,9999,1,1,0.78,0
2294,2,1,0,1,1,0,0,0,1,0,0,0,1,62.14,72.12,81.38,0.33,0,0.67,0
4091,2,1,1,0,0,0,0,0,1,0,0,0,0,54.89,62.47,59.07,0.67,0,0.5,0
3401,2,0,0,1,0,0,0,0,1,1,1,1,0,62.09,68.75,69.09,0.67,0,0.78,0
5675,2,0,0,1,1,1,0,1,1,1,1,1,1,57.2,71.6,9999,9999,9999,9999,9999
6234,2,1,0,1,0,1,0,0,1,0,1,1,1,55.75,70.82,70.84,1,1,0.89,0
3273,2,0,0,1,1,1,0,1,1,0,1,0,0,50,65.42,73.99,0,0,0.56,0
5070,2,0,0,1,0,9999,0,0,1,1,1,1,0,62.41,73.5,82.37,0.67,0,0.89,0
2004,2,1,0,0,0,0,0,0,0,0,0,0,0,55.48,69.12,9999,1,1,1,1
3125,2,1,1,0,1,1,0,1,1,1,1,1,1,49.07,68.34,9999,1,1,1,1
5990,2,0,0,1,1,1,0,1,1,0,1,0,0,60.29,68.91,83.89,1,1,0.56,0
2096,2,0,0,1,1,1,0,1,0,0,0,0,0,47.73,62.42,9999,1,1,0.5,0
2641,2,0,0,1,1,0,1,0,0,0,0,0,0,63.32,73.7,79.43,1,1,0.78,0
5116,2,0,0,1,0,0,1,1,1,1,1,1,1,41.38,70.75,75.18,0.5,0,0.5,0
5376,2,1,0,1,0,0,0,0,0,0,0,0,0,36.15,45.75,45.16,0.33,0,0.67,0
5154,2,0,0,1,0,0,1,1,0,1,1,1,1,43.9,75.94,9999,1,1,1,1
3622,2,1,0,0,1,0,1,1,1,1,1,1,1,46.54,58.86,9999,9999,9999,9999,9999
3769,2,1,0,1,1,0,0,1,0,0,0,0,1,47.1,56.19,9999,0.67,0,0.22,0
2632,2,1,0,1,1,1,1,1,1,1,1,1,1,36.53,9999,73.13,0.67,0,0.56,0
3821,2,1,0,0,0,0,0,0,0,1,1,1,1,48.94,56.11,67.73,0.33,0,0.33,0
4680,2,1,0,1,1,0,0,0,1,0,0,0,0,51.34,59.06,66.25,1,1,1,1
6608,2,0,0,0,0,0,0,0,1,1,0,0,0,65.28,72.18,77.46,1,1,1,1
5692,2,0,0,1,0,0,1,1,1,1,0,0,0,72.39,92.09,92.14,0.67,0,0.78,0
2233,2,0,0,0,1,0,1,1,0,0,0,0,0,54.83,78.16,9999,0.33,0,0.33,0
1104,2,1,0,1,0,0,1,0,0,0,1,0,0,59.31,72.89,84.38,0.67,0,0.89,0
4395,2,1,0,0,0,0,0,0,0,0,1,1,0,58.41,72.71,81.13,1,1,0.56,0
5602,2,1,9999,1,0,0,0,0,0,0,0,0,0,61.64,71.03,73.24,0.5,0,0.75,0
1967,2,0,0,0,0,0,0,0,9999,9999,9999,9999,9999,64.08,83.75,85.81,1,1,0.89,0
5955,2,1,0,0,0,0,1,1,1,0,1,0,1,56.22,74.84,79.38,0.67,0,0.89,0
6512,2,1,0,0,0,0,0,0,0,0,0,0,0,51.84,45.46,48.73,0,0,0.62,0
2281,2,0,0,0,0,0,1,1,0,0,1,0,0,34.42,46.04,9999,0,0,0,0
1229,2,1,0,0,0,0,0,0,0,1,0,1,0,53.08,67.58,67.42,1,1,0.33,0
6420,2,0,0,0,0,0,0,0,0,0,1,1,0,53.55,66.12,9999,0,0,0,0
5925,2,1,9999,1,1,9999,1,1,1,1,1,9999,1,50.47,69.32,69.87,1,1,0.78,0
1144,2,0,9999,0,1,1,0,0,0,0,0,0,0,38.27,39.55,9999,1,1,1,1
1808,2,0,0,1,0,0,0,0,1,1,1,1,1,53.26,45.88,9999,1,1,1,1
4873,2,1,0,1,1,1,1,1,1,0,1,0,0,61.59,77.06,71.8,1,1,1,1
3794,2,1,0,1,1,1,1,1,1,1,1,1,1,56.06,79.84,9999,1,1,1,1
2394,2,0,1,0,0,0,1,1,1,0,0,0,0,47.57,68.16,64.59,0.67,0,0.44,0
6518,2,0,1,0,0,1,1,1,9999,9999,9999,9999,9999,56.62,9999,9999,9999,9999,9999,9999
6752,2,1,0,0,0,0,1,0,1,1,1,1,1,54.26,77.41,9999,9999,9999,9999,9999
2816,2,1,0,1,1,1,1,1,0,0,0,0,0,45.04,9999,50.96,9999,9999,9999,9999
6142,2,1,0,0,0,0,0,0,1,0,0,0,0,52.45,64.51,9999,9999,9999,0.17,0
5969,2,0,0,1,1,1,1,1,1,1,1,1,0,46.81,75.13,70.2,1,1,1,1
2254,2,0,0,0,0,0,0,1,1,1,1,0,1,49.1,49.14,9999,0,0,0.56,0
3314,2,0,1,0,0,0,0,0,1,1,1,1,0,34.29,57.17,9999,9999,9999,9999,9999
6604,2,0,1,1,1,1,1,1,0,1,0,0,0,38.62,56.53,58.63,0.5,0,0.25,0
4850,2,0,0,0,1,1,0,0,0,0,0,0,0,40.44,58.45,9999,0.33,0,0.11,0
5075,2,0,9999,0,0,1,0,1,1,0,0,0,0,39.4,49.17,39.55,9999,9999,9999,9999
2245,2,1,0,1,1,1,1,0,0,0,0,0,0,63.09,81.3,81.49,0.67,0,0.78,0
1170,2,1,9999,1,1,0,1,1,0,0,0,0,0,30.94,35.27,9999,1,1,1,1
2514,2,0,0,1,1,1,1,1,1,1,1,0,0,45.2,62.26,9999,1,1,0.89,0
4410,2,1,0,9999,9999,9999,9999,9999,0,0,0,0,0,47.46,51.24,73.44,0.33,0,0.22,0
3592,2,0,0,1,1,0,1,1,1,1,1,1,1,50.53,87.3,92.29,0.33,0,0.78,0
6812,2,1,0,1,1,0,0,1,0,0,0,0,0,39.56,43.15,9999,1,1,1,1
6639,2,0,0,0,0,0,1,0,9999,9999,9999,9999,9999,32.53,41.5,9999,1,1,0.89,0
6896,2,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,45.71,9999,9999,9999,9999,9999,9999
3632,2,1,0,1,0,1,0,0,1,1,0,0,1,42.34,55.37,63.55,0.33,0,0.67,0
4447,2,1,0,1,1,1,1,1,0,0,1,0,0,53.84,70.41,9999,0.67,0,0.67,0
6294,2,0,0,1,0,0,1,0,1,1,1,1,1,43.42,47.84,42.07,1,1,1,1
2722,2,1,0,1,0,0,0,0,0,0,0,1,0,44.67,54.66,43.84,1,1,0.67,0
2370,2,1,9999,1,1,0,1,0,1,0,0,0,0,39.95,59.81,63.89,0.67,0,0.78,0
2680,2,1,0,1,1,1,1,1,1,1,1,1,1,50.09,68.14,72.7,0.67,0,0.44,0
6562,2,1,0,0,0,0,0,0,1,0,1,0,0,53.87,9999,55.44,9999,9999,9999,9999
5170,2,1,0,1,0,1,0,0,1,1,1,1,1,57.7,78.27,78.44,0.33,0,0.67,0
6257,2,0,9999,1,1,1,1,1,0,1,1,1,0,36.62,64.42,43.42,0.33,0,0.78,0
3305,2,0,9999,0,0,0,0,0,0,0,0,0,0,47.02,52.49,9999,1,1,1,1
6919,2,1,0,0,9999,9999,0,1,0,1,1,0,1,47.74,60.42,9999,0.67,0,0.44,0
2131,2,0,0,0,1,0,0,0,0,0,0,0,0,41.4,44.82,9999,0,0,0,0
4858,2,1,0,0,0,0,0,0,0,0,0,0,0,43.39,32.02,40.94,0.33,0,0.78,0
2141,2,0,0,1,1,1,1,1,9999,9999,9999,9999,9999,53.17,9999,9999,1,1,1,1
6699,2,0,0,1,1,0,0,0,1,1,1,1,1,39.02,71.06,63.31,1,1,1,1
6930,2,1,0,1,1,1,0,0,1,0,0,0,0,53.82,71.19,81,1,1,1,1
3652,2,1,0,1,0,1,0,0,1,0,0,0,0,48.13,64.34,9999,0.33,0,0.67,0
2525,2,1,0,0,0,0,0,0,0,0,1,0,0,58.49,75.56,79.3,1,1,1,1
6271,2,1,0,0,0,0,0,0,0,0,0,0,0,36.16,44.87,9999,1,1,1,1
1403,2,0,0,1,0,1,0,0,0,0,0,0,0,32.42,69.15,60.46,1,1,0.88,0
3032,2,1,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
2955,2,0,0,0,1,1,1,1,1,0,0,0,0,52.77,73.02,81.61,1,1,1,1
2482,2,1,0,1,9999,0,1,0,1,1,1,1,0,41.44,55.42,9999,0.33,0,0.78,0
2936,2,1,0,0,1,1,1,1,0,0,0,0,0,56.09,77.28,86.04,0.33,0,0.67,0
1761,2,0,0,0,1,1,1,0,0,0,0,0,0,59.03,60.45,58.92,0.33,0,0.44,0
1325,2,0,0,1,1,1,1,1,0,0,0,1,1,62.25,63.72,9999,1,1,1,1
5477,2,0,0,1,9999,1,1,1,1,0,1,1,0,71.45,88.65,91.22,0.67,0,0.22,0
5146,2,1,0,1,1,1,0,1,0,0,0,1,1,43.14,60.04,9999,0.67,0,0.67,0
4943,2,1,0,1,1,1,1,1,1,1,1,1,1,64.46,84.64,9999,9999,9999,9999,9999
2831,2,0,0,0,1,1,1,1,9999,9999,9999,9999,9999,52.38,9999,9999,9999,9999,9999,9999
5611,2,0,0,0,1,1,0,0,0,9999,1,1,0,47.86,70.18,70.67,0.67,0,0.78,0
1460,2,0,0,0,0,1,0,0,1,1,1,1,1,42.64,9999,9999,1,1,1,1
6103,2,0,0,1,1,1,1,1,1,1,1,1,1,59.06,76.09,77.88,0.67,0,0.89,0
1233,2,0,0,1,1,1,1,1,1,0,0,1,0,52.86,9999,9999,1,1,1,1
5091,2,0,0,1,1,0,1,1,1,1,1,1,1,50.59,69.77,69.85,0.67,0,0.89,0
5980,2,0,0,1,1,1,1,1,1,1,1,1,1,51.75,73.12,74.67,1,1,1,1
2317,2,1,0,1,0,0,0,1,0,0,0,0,0,45.32,59.68,9999,0,0,0.25,0
6871,2,0,0,0,0,0,0,0,0,0,0,0,0,44.08,39.99,43.23,0,0,0.62,0
4863,2,0,0,1,1,1,1,1,1,1,1,1,1,67.88,91.15,99.3,1,1,1,1
3130,2,0,0,1,1,1,1,0,9999,9999,9999,9999,9999,42.91,9999,9999,1,1,1,1
4398,2,1,0,1,0,0,0,0,0,0,0,0,0,47.29,60.43,9999,0.33,0,0.78,0
4889,2,1,0,1,1,1,0,1,0,0,9999,0,0,48.97,61.6,62.19,0.33,0,0.33,0
6671,2,0,0,0,0,0,0,1,0,0,0,0,0,56.37,63.75,65.42,0,0,0.75,0
4695,2,1,0,0,0,0,0,1,1,1,1,1,1,53.2,71.95,71.4,0.67,0,0.89,0
3700,2,1,0,0,0,0,0,0,1,1,1,1,1,57.72,70.06,9999,9999,9999,9999,9999
1667,2,1,0,0,0,0,0,0,0,0,0,0,0,47.94,70.02,62.26,1,1,0.78,0
3202,2,0,0,0,0,1,1,1,1,0,0,1,1,63.38,78.13,85.05,1,1,0.89,0
4468,2,0,0,1,0,1,0,1,1,1,0,1,1,61.5,79.12,91.48,1,1,0.78,0
4654,2,1,0,0,0,0,0,0,0,0,0,0,0,38.88,38.96,40.83,0.33,0,0.78,0
3317,2,1,0,0,0,0,0,0,0,0,0,0,0,58.09,69.45,72.32,1,1,1,1
5613,2,0,0,0,0,0,0,0,1,1,1,1,1,49.52,71.63,9999,1,1,1,1
6720,2,0,0,1,1,1,1,1,0,0,0,0,0,69.87,80.03,84.38,0.67,0,0.67,0
1899,2,0,1,1,1,1,1,1,0,0,0,0,0,42.61,64.38,64.17,0.67,0,0.78,0
1242,2,1,0,1,1,0,0,1,0,0,1,0,0,48.59,53.44,9999,0.33,0,0.56,0
3626,2,0,0,1,1,1,1,1,1,1,1,1,0,36.74,55.69,9999,9999,9999,9999,9999
2474,2,1,0,1,1,1,1,1,1,0,0,1,1,50.31,61.96,62.06,0.67,0,0.67,0
2450,2,0,0,1,9999,1,0,1,1,1,1,0,0,29.89,9999,36.84,0.33,0,0.33,0
3869,2,0,0,1,0,1,1,1,1,1,1,1,1,58.79,72.98,70,0.33,0,0.67,0
4685,2,0,0,1,0,1,1,0,0,0,0,0,0,62.65,84.75,86.82,1,1,1,1
2604,2,0,0,1,0,1,1,0,0,0,0,0,0,53.66,9999,9999,0,0,0.71,0
2339,2,1,0,0,0,0,0,0,0,0,0,0,0,49.68,60.82,9999,1,1,1,1
4419,2,1,0,1,1,0,1,1,1,1,1,0,0,59.44,87.34,9999,0.33,0,0.67,0
4353,2,0,0,1,0,0,0,0,1,0,0,0,0,46.01,53.88,9999,0.33,0,0.78,0
4387,2,0,0,1,0,0,0,1,0,0,0,0,0,50.75,71.58,67.02,0.67,0,0.78,0
3917,2,0,0,1,0,0,0,0,0,1,0,0,0,57.41,74.28,9999,0.67,0,0.44,0
3816,2,0,0,0,1,1,1,1,1,1,0,0,0,42.25,40.98,41.24,0,0,0.5,0
1198,2,0,0,0,0,0,0,0,1,1,1,0,0,46.98,55.39,9999,0.67,0,0.78,0
6004,2,0,0,0,0,1,1,1,1,1,1,0,1,63.81,72.53,77.42,1,1,1,1
3951,2,1,0,1,0,0,0,0,0,0,0,0,0,59.16,74.46,9999,9999,9999,9999,9999
1760,2,1,0,1,0,0,0,0,0,1,1,0,0,55.45,66.81,63.52,1,1,1,1
1973,2,1,0,0,0,1,1,1,1,1,0,1,1,57.32,71.83,9999,1,1,1,1
2716,2,0,0,1,1,1,0,1,1,1,1,1,1,67.52,76.05,97.67,0.67,0,0.89,0
3167,2,1,0,1,0,0,0,0,0,0,0,0,0,47.3,67.62,69.34,1,1,0.67,0
5629,2,1,1,0,1,1,1,1,1,1,1,1,1,56.35,71.36,9999,1,1,1,1
1009,2,0,0,0,0,0,1,1,0,0,0,0,0,53.29,63.29,9999,0.33,0,0.56,0
3784,2,1,1,0,0,0,0,0,0,0,0,0,0,40.72,38.42,35.84,0.33,0,0.11,0
4776,2,1,0,0,0,0,0,0,0,0,0,0,0,62.57,72.35,76.28,0.67,0,0.78,0
4274,2,0,1,0,0,1,0,0,0,0,0,0,0,51.44,9999,9999,1,1,1,1
4440,2,1,0,0,0,0,0,0,0,0,0,0,0,36.04,30.52,32.77,0,0,0.75,0
3484,2,1,0,0,1,1,1,1,1,1,1,1,1,58.38,69.91,64.68,1,1,0.89,0
6675,2,0,0,1,0,0,1,0,1,0,0,0,0,67.59,83.16,9999,0,0,0.33,0
3187,2,1,1,0,1,1,0,1,0,0,0,0,0,41.2,46.49,9999,0,0,0,0
5239,2,1,0,0,0,0,0,0,9999,9999,9999,9999,9999,40.34,9999,9999,9999,9999,9999,9999
3850,2,1,1,1,0,1,1,0,9999,9999,9999,9999,9999,36.63,9999,9999,1,1,1,1
4152,2,0,0,9999,9999,9999,9999,9999,1,1,1,1,1,9999,70.28,81.01,0.67,0,0.67,0
5768,2,1,0,0,0,0,0,0,1,1,1,1,1,45.65,73.58,78.99,1,1,0.44,0
6700,2,1,0,1,1,1,1,1,1,1,1,1,0,55.71,76.45,81.54,1,1,1,1
3589,2,0,0,1,0,1,0,0,0,0,0,1,0,52.3,69.36,85.8,0.5,0,0.88,0
2021,2,1,0,0,1,1,0,0,0,0,0,0,0,48.61,71.1,78.58,0.67,0,0.56,0
6050,2,1,1,1,1,0,0,1,0,1,0,1,0,32.73,40.08,9999,1,1,1,1
3068,2,0,0,0,0,1,0,0,0,1,1,1,1,34.9,56.27,67.83,1,1,0.78,0
2873,2,0,1,1,0,0,1,1,9999,9999,9999,9999,9999,47.7,9999,9999,9999,9999,9999,9999
6390,2,0,0,0,0,0,1,0,0,0,0,0,0,35.81,49.56,9999,1,1,1,1
1623,2,1,1,0,0,0,0,1,9999,9999,9999,9999,9999,38.93,9999,9999,9999,9999,9999,9999
4150,2,1,1,1,1,1,1,1,9999,9999,9999,9999,9999,46.99,9999,9999,9999,9999,9999,9999
1758,2,0,0,1,1,1,1,1,0,0,0,1,1,34.08,52.09,9999,9999,9999,9999,9999
5570,2,1,0,0,0,0,0,0,0,0,1,0,0,43.45,66.13,77.66,1,1,0.86,0
5943,2,1,1,0,1,1,1,0,9999,9999,9999,9999,9999,41.14,9999,9999,9999,9999,9999,9999
3368,2,1,1,0,0,1,0,0,0,0,0,0,0,43,38.52,9999,9999,9999,9999,9999
3271,2,1,0,1,0,0,0,0,0,0,0,0,0,52.26,71.08,71.89,1,1,0.56,0
4614,2,1,1,1,0,0,0,0,9999,9999,9999,9999,9999,58.31,9999,9999,9999,9999,9999,9999
5464,2,1,0,0,0,0,0,0,0,0,1,0,0,51.7,67.27,9999,1,1,1,1
4944,2,0,1,0,1,0,0,0,0,0,0,0,0,9999,42.92,40.81,9999,9999,9999,9999
2333,2,0,0,1,0,0,0,0,1,0,1,1,1,43.41,69.4,69.47,0.67,0,0.78,0
1964,2,0,1,1,1,1,0,1,1,0,1,1,1,34.87,60.22,9999,9999,9999,9999,9999
6048,2,0,1,0,0,0,0,1,9999,9999,9999,9999,9999,45.49,9999,9999,9999,9999,9999,9999
5913,2,0,1,1,1,1,0,0,0,0,0,0,0,51.04,63.22,70.37,9999,9999,0.67,0
4456,2,1,0,0,0,0,0,0,1,0,1,0,0,51.29,74.51,78.48,0.67,0,0.78,0
1615,2,0,0,1,0,0,0,0,1,0,0,1,1,38.66,47.56,9999,0.67,0,0.33,0
